text,label,pro_text_no_angka
"suasana nya cocok bagi semua orang , baik anda yang ingin menyendiri , bersama keluarga , maupun dengan teman-teman dekat bertukar cerita",positive,suasana nya cocok bagi semua orang baik anda yang ingin sendiri sama keluarga maupun dengan teman dekat tukar cerita
"pertama kali datang ke tempat ini , agak mendasar untuk mencari nya , karena tempat nya agak masuk sedikit ke dalam dari jalan dago yang menuju ke dago pakar . kesan pertama melihat restoran ini merupakan restoran yang keluarga ramah , terbukti dengan desain interior mereka yang cukup memberikan kesan hommy , walaupun sedikit antik dan unik dengan beberapa hiasan kepala rusa mereka . variasi makanan cukup banyak .",positive,pertama kali datang ke tempat ini agak dasar untuk cari nya karena tempat nya agak masuk sedikit ke dalam dari jalan dago yang tuju ke dago pakar kesan pertama lihat restoran ini rupa restoran yang keluarga ramah bukti dengan desain interior mereka yang cukup beri kesan hommy walaupun sedikit antik dan unik dengan beberapa hias kepala rusa mereka variasi makan cukup banyak
"penjual lama merespon , dan bermasalah dalam mengirim",negative,jual lama jawab dan masalah dalam kirim
"hai , ya , silakan kamu dapat mencoba lakukan pembayaran pdam di bukalapak .",neutral,hai ya sila kamu dapat coba laku bayar pdam di bukalapak
aku benci dengan politisi yang cuma janji,negative,aku benci dengan politis yang cuma janji
"iri aku itu melihat yang kaya gini , nanti kalau wisuda tidak bisa begini .",negative,iri aku itu lihat yang kayak begini nanti kalau wisuda tidak bisa begini
"kami datang karena banyak ulasan yang baik atas restoran tokyo connection , suasana dan tempat menyenangkan tetapi rasa dari makanan yang kami pesan sungguh di luar dugaan . buruk :",negative,kami datang karena banyak ulas yang baik atas restoran tokyo connection suasana dan tempat senang tetapi rasa dari makan yang kami pesan sungguh di luar duga buruk
"resto ini terletak di area kompleks perumahan dosen itb . masih termasuk tempat kunjungan yang baru di bandung , sehingga kalau kita berkunjung pada malam minggu atau hari libur agak sedikit antri . secara umum di sini yang dijual hanya pemandangan . karena untuk menu makanan tidak ada yang istimewa . tempat lain mungkin akan lebih lezat .",positive,resto ini letak di area kompleks rumah dosen institut teknologi bandung masih masuk tempat kunjung yang baru di bandung sehingga kalau kita kunjung pada malam minggu atau hari libur agak sedikit antre cara umum di sini yang jual hanya pandang karena untuk menu makan tidak ada yang istimewa tempat lain mungkin akan lebih lezat
"tempat makan nya unik , penyajian makanan tradisional banget . rasa standar banget , masih ada banyak rumah makan khas sunda yang rasanya lebih menang . kalau menikmati suasana sunda zaman dulu sih oke . tapi kalau soal enak , relatif deh . saya sih menganggap ini sangat biasa saja .",negative,tempat makan nya unik saji makan tradisional banget rasa standar banget masih ada banyak rumah makan khas sunda yang rasa lebih menang kalau nikmat suasana sunda zaman dulu sih oke tapi kalau soal enak relatif deh saya sih anggap ini sangat biasa saja
"tempat nya lucu , unik , benar benar manis home . pertama kaki ke sini buat acara bridal shower teman kuliah , lalu mengajak seseorang , yang ketiga bareng ade . makanan nya juga lumayan .",positive,tempat nya lucu unik benar benar manis home pertama kaki ke sini buat acara bridal shower teman kuliah lalu ajak orang yang tiga bareng adek makan nya juga lumayan
ada harga ada rupa . saya menyukai restoran ini karena harga nya murah dan kualitas masakan yang seimbang . makanan nya cukup enak kalau mau enak dan murah meriah . pelayanan nya juga serupa dengan yang kita bayar .,positive,ada harga ada rupa saya suka restoran ini karena harga nya murah dan kualitas masakan yang imbang makan nya cukup enak kalau mau enak dan murah riah layan nya juga rupa dengan yang kita bayar
steak dengan porsi yang mengenyangkan tidak terlalu besar dan tidak terlalu kecil . harga okelah sesuai dengan jenis daging nya . tenderloin nya enak .,positive,steak dengan porsi yang kenyang tidak terlalu besar dan tidak terlalu kecil harga oke sesuai dengan jenis daging nya tenderloin nya enak
"kedai kopi favorit . favorit saya avocado coffee dan pearl coffee . selain kopi , ada juga makanan . club sandwich dan appetizer sampler adalah favorit nya .",positive,kedai kopi favorit favorit saya avocado coffee dan pearl coffee selain kopi ada juga makan club sandwich dan appetizer sampler adalah favorit nya
"saya dan keluarga makan di tempat ini saat menginap di bandung , terletak di sekitar dago , saat itu kami makan sate ayam , sate kambing , dan gulai , rasanya memang mantap , dan untuk sate ayam ukuran nya agak besar dibanding sate ayam pada umum nya . untuk harga memang relatif lebih mahal , tapi masih wajar mengingat ukuran nya juga lebih besar dan cita rasanya enak enak sekali .",positive,saya dan keluarga makan di tempat ini saat inap di bandung letak di sekitar dago saat itu kami makan sate ayam sate kambing dan gulai rasa memang mantap dan untuk sate ayam ukur nya agak besar banding sate ayam pada umum nya untuk harga memang relatif lebih mahal tapi masih wajar ingat ukur nya juga lebih besar dan cita rasa enak enak sekali
tempat rekreasi ini sangat lengkap mulai dari tempat makan dan penginapan . cocok bagi anda yang datang bersama keluarga . ada juga kebun bunga yang sangat indah dan hamparan pohon yang asri . selain itu terdapat danau yang menambah suasana alam yang baik .,positive,tempat rekreasi ini sangat lengkap mulai dari tempat makan dan inap cocok bagi anda yang datang sama keluarga ada juga kebun bunga yang sangat indah dan hampar pohon yang asri selain itu dapat danau yang tambah suasana alam yang baik
"interior nya homy banget seperti di rumah sendiri . bisa buat foto-foto lho . seperti di ruang tamu rumah kita . hahahaha . makanan nya juga banyak pilihan . tapi rasanya biasa saja . es krim nya enak-enak , yang paling bikin penasaran es krim yang isi nya cacing .",positive,interior nya homy banget seperti di rumah sendiri bisa buat foto lo seperti di ruang tamu rumah kita haha makan nya juga banyak pilih tapi rasa biasa saja es krim nya enak yang paling bikin penasaran es krim yang isi nya cacing
pengecut pemimpin indonesia sekarang . bisa nya cuma saling menjelekkan .,negative,kecut pimpin indonesia sekarang bisa nya cuma saling jelek
"rcti terlalu banyak iklan tidak jelas , sangat menggangu",negative,rajawali citra televisi indonesia terlalu banyak iklan tidak jelas sangat menggangu
"ini kunjungan pertama saya ke 18th restoran sekaligus mau kasih kejutan buat ulang taun istri , sukses berat , paket romantis dinner nya juara , tidak salah disebut restoran hotel bintang 6 . dan yang bikin amazing hostess nya membantu banget , tessa membantu arrange reservasi by email , aisyah bantu arrange sport duduk dan nitipin kado bisa lho nitip kado , jadi begitu datang kado nya sudah di meja , oke banget .",positive,ini kunjung pertama saya ke   th restoran sekaligus mau kasih kejut buat ulang tahun istri sukses berat paket romantis dinner nya juara tidak salah sebut restoran hotel bintang   dan yang bikin amazing hostess nya bantu banget tessa bantu arrange reservasi by email aisya bantu arrange sport duduk dan titip kado bisa lo titip kado jadi begitu datang kado nya sudah di meja oke banget
"bisa jadi tempat buat menunggu keberangkatan xtrans , karena letak nya hanya beda 1 rumah dengan bale xtrans .",positive,bisa jadi tempat buat tunggu berangkat xtrans karena letak nya hanya beda   rumah dengan bale xtrans
"hobi belanja online ? ke tokopedia yuk , cuma dengan rp . 5000 bisa nikmati potongan 25 % untuk pembelian pizza atau potongan rp . 30.000 untuk pembelian paket hemat penukaran terbatas hanya sampai dengan 7 jan 18",neutral,hobi belanja online ke tokopedia yuk cuma dengan rupiah      bisa nikmat potong    untuk beli pizza atau potong rupiah        untuk beli paket hemat tukar batas hanya sampai dengan   jangan   
"mereka anggota fpi pasti bongkar saja media sosial nya , majikan nya sama eggy .",negative,mereka anggota front bela islam pasti bongkar saja media sosial nya majikan nya sama eggy
"masa baterai baru cuma tahan 1 jam , rem sepertinya",negative,masa baterai baru cuma tahan   jam rem seperti
"keluar dari tol pasteur , lurus dan belok ke kanan saat di lampu stopan ke 2 yaitu jalan pasirkaliki , kafetaria ada di sebelah kiri jalan no 170 . kafetaria terawat bersih dan menyenangkan , suasana kafe terang banyak jendela / pintu terbuka . rasa makanan cukup . menu beragam kebanyakan menu indonesia dan chinese , ada sebagian yang kita bisa pilih sendiri .",positive,keluar dari tol pasteur lurus dan belok ke kanan saat di lampu stop ke   yaitu jalan pasirkaliki kafetaria ada di belah kiri jalan no     kafetaria awat bersih dan senang suasana kafe terang banyak jendela pintu buka rasa makan cukup menu agam banyak menu indonesia dan cina ada bagi yang kita bisa pilih sendiri
"satu porsi isi 3 batagor . kalau rasa memang selera tetapi menurut saya rasa batagor nya jadi jadi bahasa alay biasa-biasa , lalu kami juga coba tahu yang dioleskan aci digoreng biasa juga . es cendol nya tidak spesial . maaf ya rasa kurang oke apalagi kalau suruh bayar sendiri __laugh__",positive,satu porsi isi   batagor kalau rasa memang selera tetapi turut saya rasa batagor nya jadi jadi bahasa alay biasa lalu kami juga coba tahu yang oles aci goreng biasa juga es cendol nya tidak spesial maaf ya rasa kurang oke apalagi kalau suruh bayar sendiri laugh
"ya serba salah memang , macet mengeluh tidak macet heran",negative,ya serba salah memang macet keluh tidak macet heran
"kwang ming resto ini menjual berbagai macam olahan makanan vegetarian , mulai dari sayur sampai daging-dagingan yang berbentuk vegetarian . rasanya enak kalau menurut saya , tapi mungkin buat orang yang bukan vegetarian akan aneh kalau makan daging yang terbuat dari sayur dan tepung-tepungan . harga nya sendiri tidak terlalu mahal , masih standar dan mirip dengan daging asli . tempat nya ada di seberang sekolah .",positive,kwang ming resto ini jual bagai macam olah makan vegetarian mulai dari sayur sampai daging yang bentuk vegetarian rasa enak kalau turut saya tapi mungkin buat orang yang bukan vegetarian akan aneh kalau makan daging yang buat dari sayur dan tepung harga nya sendiri tidak terlalu mahal masih standar dan mirip dengan daging asli tempat nya ada di seberang sekolah
"selama ini kalau mendengar berapa permai alias maison bogerijen , yang terlintas di dalam benak adalah makanan yang harga nya harus merogoh kocek dalam-dalam , karena berapa permai sudah ada sejak zaman hindia - belanda . tapi atas saran seorang teman untuk kertemuan di sana dan mencicipi beberapa menu nya , ternyata asalkan kita bisa memilih nya , kita tidak harus habiskan uang sampai rp 100.000 untuk menikmati hidangan enak .",positive,lama ini kalau dengar berapa permai alias maison bogerijen yang lintas di dalam benak adalah makan yang harga nya harus rogoh kocek dalam karena berapa permai sudah ada sejak zaman hindia   belanda tapi atas saran orang teman untuk kertemuan di sana dan cicip beberapa menu nya nyata asal kita bisa pilih nya kita tidak harus habis uang sampai rupiah         untuk nikmat hidang enak
"salah satu legend - nya percasi - udukan di bandung . nasi uduk cinta . nasi uduk nya khas banget . menu - nya juga macam-macam . ayam sudah pasti enak . usus , hati-hatian . sampai kol goreng . sambel nya juga tonjok . seuhahh . !!",positive,salah satu legend   nya cas   udu di bandung nasi uduk cinta nasi uduk nya khas banget menu   nya juga macam ayam sudah pasti enak usus hati sampai kol goreng sambal nya juga tonjok seuhahh
capres nomor 2 itu tidak bertanggung jawab terhadap jakart,negative,calon presiden nomor   itu tidak tanggung jawab hadap jakart
rekomendasi gerindra untuk badrut tamam - raja e palsu,neutral,rekomendasi gerindra untuk badrut tamam   raja e palsu
"ketika masuk ke rumah makan ini saya sangat salut karena posisi meja dan kursi nya kesan nya siap menyambut orang yang datang dalam rombongan besar . kami yang datang berenam langsung memilih meja yang kursi nya ada delapan . ketika kami duduk sudah langsung disajikan minuman teh manis , lalu diletakkan tempat cuci tangan , piring , nasi dan terakhir barulah datang berbagai lauk pauk serta sayur yang menyegarkan .",positive,ketika masuk ke rumah makan ini saya sangat salut karena posisi meja dan kursi nya kesan nya siap sambut orang yang datang dalam rombong besar kami yang datang enam langsung pilih meja yang kursi nya ada delapan ketika kami duduk sudah langsung saji minum teh manis lalu letak tempat cuci tangan piring nasi dan akhir baru datang bagai lauk pauk serta sayur yang segar
menyesal beli paket data di akula ku . lama sekali juga . lagi urgent juga,negative,sesal beli paket data di akula ku lama sekali juga lagi urgent juga
adidas mengeluarkan produk celana olahraga,neutral,adidas keluar produk celana olahraga
"hai kak angga , kami menggunakan jasa internal kami jika ingin melacak status pesanan kakak dapat dilihat pada hubungan - tan",neutral,hai kak angga kami guna jasa internal kami jika ingin lacak status pesan kakak dapat lihat pada hubung   tan
"tes ya es . sekarang sudah pada pilihan masing-masing saat nya bertarung sara fair seperti dalam pilkada jakarta Jakarta yang baru lalu , saya penggemar berat bang hormat selalu dengan beliau tetapi untuk pilgub jabar istiqomah sekeluarga insya allah pak suaikhu , amin ya rabb .. !!",positive,tes ya es sekarang sudah pada pilih masing masing saat nya tarung sara fair seperti dalam pilih kepala daerah jakarta jakarta yang baru lalu saya gemar berat bang hormat selalu dengan beliau tetapi untuk pilih gubernur jabar istikamah keluarga insya allah pak suaikhu amin ya rabi
"gubernur nya gaya becus kerja nya ya presiden saja sampai turun tangan . warga jakarta nya saja otak nya di pantat , gubernur oon di pilih .",negative,gubernur nya gaya becus kerja nya ya presiden saja sampai turun tangan warga jakarta nya saja otak nya di pantat gubernur beloon di pilih
